OCCn1nnnc1SCc1ccccc1.c1ccncc1>>CN1CCN(CCn2nnnc2SCc2ccccc2)CC1 predicted: ['c1ccc(P(c2ccccc2)c2ccccc2)cc1'] gtruth: ['Cc1ccc(S(=O)(=O)Cl)cc1'] 
COc1nc(Cl)ncc1C#N.CC(C)Oc1cc2[nH]c(=O)c([C@H](C)N)cc2cc1Cl.Cl>>COc1nc(N[C@@H](C)c2cc3cc(Cl)c(OC(C)C)cc3[nH]c2=O)ncc1C#N predicted: ['CCN(C(C)C)C(C)C'] gtruth: ['CCN(C(C)C)C(C)C'] 
O=C(CN(CC(=O)Nc1ccccc1)c1ccc(C(=O)O)cc1)Nc1ccccc1.Nc1ccccc1N>>Nc1ccccc1NC(=O)c1ccc(N(CC(=O)Nc2ccccc2)CC(=O)Nc2ccccc2)cc1 predicted: ['On1nnc2ccccc21'] gtruth: ['On1nnc2ccccc21'] 
O=[O+][O-].C=CCN(C)C(=O)Nc1cc(C(C)(C)C)on1>>CN1CC(O)N(c2cc(C(C)(C)C)on2)C1=O predicted: ['C=O'] gtruth: ['ClCCl'] 
CS(=O)(=O)O.CCOC(=O)C(C)(C)Oc1ccc(CCCC(=O)O)cc1.NC(=O)N(N)Cc1cc(F)cc(F)c1>>CCOC(=O)C(C)(C)Oc1ccc(CCCC(=O)NN(Cc2cc(F)cc(F)c2)C(N)=O)cc1 predicted: ['On1nnc2ccccc21'] gtruth: ['O=C(Cl)C(=O)Cl'] 
Cc1ccc(C(N)=S)cc1N.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>Cc1ccc(C(N)=S)cc1NC(=O)OC(C)(C)C predicted: ['CN(C)c1ccncc1'] gtruth: ['ClCCl'] 
S=P12SP3(=S)SP(=S)(S1)SP(=S)(S2)S3.CCCCCC(CCC1CN(C)C(=O)N1)OC(C)=O>>CCCCCC(CCC1CN(C)C(=S)N1)OC(C)=O predicted: ['COc1ccccc1'] gtruth: ['COc1ccccc1'] 
COc1ccc(C2CC(=O)c3cc(O)ccc3O2)cc1>>COc1ccc(C2CC(O)c3cc(O)ccc3O2)cc1 predicted: ['Oc1ccc2c(c1)C(O)CC(c1ccccc1)O2'] gtruth: ['Oc1ccc2c(c1)C(O)CC(c1ccccc1)O2'] 
Oc1ccc(OCc2ccccc2)cc1.CC(C)(C)OC(=O)N1CCC(O)CC1>>CC(C)(C)OC(=O)N1CCC(Oc2ccc(OCc3ccccc3)cc2)CC1 predicted: ['c1ccc(P(c2ccccc2)c2ccccc2)cc1'] gtruth: ['c1ccc(P(c2ccccc2)c2ccccc2)cc1'] 
COC(OC)N(C)C.O=C1CCOc2ccc(Cl)cc21>>CN(C)C=C1COc2ccc(Cl)cc2C1=O predicted: ['CN(C)C(OC(C)(C)C)N(C)C'] gtruth: ['CCN(CC)CC'] 
CCC1=CC(c2ccc(F)c(F)c2)N(C(=O)OCc2ccccc2)C(OC)=N1.c1cncnc1.COC(=O)Cl>>CCC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)c(F)c2)N(C(=O)OC)C(OC)=N1 predicted: ['CCN(CC)CC'] gtruth: ['CN(C)c1ccncc1'] 
Cc1cccc(C)c1O.CCC(=O)O>>CCC(=O)c1cc(C)c(O)c(C)c1 predicted: ['O=S(=O)(O)C(F)(F)F'] gtruth: ['O=S(=O)(O)C(F)(F)F'] 
COc1cccc(CC(=O)O)c1.N#Cc1ccc(Cc2cncn2C[C@@H]2Cc3ccccc3CN2)cc1>>COc1cccc(CC(=O)N2Cc3ccccc3C[C@H]2Cn2cncc2Cc2ccc(C#N)cc2)c1 predicted: ['On1nnc2ccccc21'] gtruth: ['On1nnc2ccccc21'] 
O=C(NC1Cc2ccccc2N(CCO)C1=O)c1cc2cc(Cl)ccc2[nH]1>>O=C(NC1Cc2ccccc2N(CCCl)C1=O)c1cc2cc(Cl)ccc2[nH]1 predicted: ['O=S(Cl)Cl'] gtruth: ['Cc1ccc(S(=O)(=O)Cl)cc1'] 
COc1ccc(Cn2c(=O)c3cc(CN)ccc3n(C3CCOCC3)c2=O)cc1OC.CC(=O)OC(C)=O>>COc1ccc(Cn2c(=O)c3cc(CNC(C)=O)ccc3n(C3CCOCC3)c2=O)cc1OC predicted: ['CN(C)c1ccncc1'] gtruth: ['CCN(CC)CC'] 
CSCC[C@@H](N)C(=O)O.CC(C)[C@H](N)C(=O)O>>CSCC[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C predicted: ['O=C(n1ccnc1)n1ccnc1'] gtruth: ['NCC(=O)O'] 
COC(=O)c1sc(C(=O)CC(O)(c2cc(Cl)c(F)c(Cl)c2)C(F)(F)F)c2c1CCC2>>COC(=O)c1sc(C(=O)C=C(c2cc(Cl)c(F)c(Cl)c2)C(F)(F)F)c2c1CCC2 predicted: ['Cc1ccc(S(=O)(=O)O)cc1'] gtruth: ['c1ccncc1'] 
C=C[C@@H]1C[C@]1(NC(=O)OC(C)(C)C)C(=O)O.NS(=O)(=O)C1CC1>>C=C[C@@H]1C[C@]1(NC(=O)OC(C)(C)C)C(=O)NS(=O)(=O)C1CC1 predicted: ['C1CCC2=NCCCN2CC1'] gtruth: ['O=C(n1ccnc1)n1ccnc1'] 
O=C1OC(=O)C2=C1CCCC2.CCCCCOC(=O)COc1cc(N)c(F)cc1Cl>>CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl predicted: ['C1CCNCC1'] gtruth: ['CCN(CC)CC'] 
CCC(=O)O.O=c1n(CC2CO2)c(=O)n(CC2CO2)n1CC1CO1>>CCC(=O)OCC(O)Cn1c(=O)n(CC2CO2)c(=O)n1CC1CO1 predicted: ['Cl'] gtruth: ['ClCCl'] 
COC(=O)C(Cc1ccc2c(c1)OCO2)SC(C)C(=O)O>>COC(=O)[C@H]1Cc2ccc(C)cc2C(=O)[C@H](C)S1 predicted: ['O=P(O)(O)O'] gtruth: ['O=S(Cl)Cl'] 
[2H]C([2H])(CC(=O)O)C(=O)OCc1ccccc1.CC(C)(C)O>>[2H]C([2H])(CC(=O)OC(C)(C)C)C(=O)O predicted: ['[H][H]'] gtruth: ['CN(C)c1ccncc1'] 
O=C(Cl)CCCl.CC(C)(O)C(=O)c1ccc(OCCO)cc1>>CC(C)(O)C(=O)c1ccc(OCCOC(=O)CCCl)cc1 predicted: ['CCN(CC)CC'] gtruth: ['c1ccncc1'] 
Nc1ccccc1S.N#Cc1cccc(C(F)(F)F)c1F>>N#Cc1cccc(C(F)(F)F)c1Sc1ccccc1N predicted: ['CCN(CC)CC'] gtruth: ['C1CCCCC1'] 
CO.ClC(Cl)(Cl)c1nc2ccccc2[nH]1>>COC(=O)c1nc2ccccc2[nH]1 predicted: ['CC(=O)Cl'] gtruth: ['Cl'] 
CCOC(=O)CCCN1CCC(OCc2ccccc2)CC1>>OCCCCN1CCC(OCc2ccccc2)CC1 predicted: ['N'] gtruth: ['CCOCC'] 
COc1cc(C=O)ccc1OC(C)C>>COc1cc(O)ccc1OC(C)C predicted: ['O=CO'] gtruth: ['O=C(OO)c1cccc(Cl)c1'] 
CC(=O)OC(C)=O.CCCC[C@H](N)COC(=O)N(Cc1cccs1)Cc1cccs1>>CCCC[C@@H](COC(=O)N(Cc1cccs1)Cc1cccs1)NC(C)=O predicted: ['CN(C)c1ccncc1'] gtruth: ['CCN(C(C)C)C(C)C'] 
OCc1cccc(C(F)(F)F)n1.O=S(Cl)Cl>>FC(F)(F)c1cccc(CCl)n1 predicted: ['ClCCl'] gtruth: ['ClCCl'] 
CNC(=O)Nc1nc2c(s1)CN(C(=O)OC(C)(C)C)CC2>>CNC(=O)Nc1nc2c(s1)CNCC2 predicted: ['Cl'] gtruth: ['O=C(O)C(F)(F)F'] 
Cc1ccc(CCCC(=O)O)s1>>Cc1cc2c(s1)CCCC2=O predicted: ['O=P(O)(O)O'] gtruth: ['O=C(O)C(F)(F)F'] 
Nc1ccc(C(=O)O)cn1.CCO>>CCOC(=O)c1ccc(N)nc1 predicted: ['O=S(=O)(O)O'] gtruth: ['O=S(Cl)Cl'] 
COCCc1ccc(F)c(F)c1>>O=CCc1ccc(F)c(F)c1 predicted: ['ClCCl'] gtruth: ['Cl'] 
O=S(=O)(Cl)c1ccc(F)cc1.COC(=O)CC(N)C(=O)OC>>COC(=O)CC(NS(=O)(=O)c1ccc(F)cc1)C(=O)OC predicted: ['ClCCl'] gtruth: ['CCN(CC)CC'] 
CCOC(=O)N1CCNCC1.O=C(Cl)CCCCl>>CCOC(=O)N1CCN(C(=O)CCCCl)CC1 predicted: ['CCN(CC)CC'] gtruth: ['CCN(CC)CC'] 
CCc1nc(C)c2c(=O)[nH]c3c(N(C)C)nc(SC)nc3n12.O=C(OO)c1cccc(Cl)c1>>CCc1nc(C)c2c(=O)[nH]c3c(N(C)C)nc(S(C)(=O)=O)nc3n12 predicted: ['ClCCl'] gtruth: ['ClCCl'] 
O=C1NC(=O)c2ccccc21.COc1cc(CO)ccc1[N+](=O)[O-]>>COc1cc(CN2C(=O)c3ccccc3C2=O)ccc1[N+](=O)[O-] predicted: ['c1ccc(P(c2ccccc2)c2ccccc2)cc1'] gtruth: ['c1ccc(P(c2ccccc2)c2ccccc2)cc1'] 
Nc1ccc2c(C(F)(F)F)cc(=O)[nH]c2c1.CC(C)=O>>CC(C)Nc1ccc2c(C(F)(F)F)cc(=O)[nH]c2c1 predicted: ['CCC=O'] gtruth: ['CCC=O'] 
O.COc1ccc2[nH]cc(CCNC(C)=O)c2c1>>CC[C@H](C)[C@H](N)C(=O)OC(C)C predicted: ['Cl'] gtruth: ['Cl'] 
COc1ccc2c(c1)CNC2.Nc1ccnc(Cl)n1>>COc1ccc2c(c1)CN(c1nccc(N)n1)C2 predicted: ['CCN(C(C)C)C(C)C'] gtruth: ['CCN(C(C)C)C(C)C'] 
N#CCCC(=O)c1cccc(F)c1>>Fc1cccc(C2=NCCC2)c1 predicted: ['CCOCC'] gtruth: ['N'] 
CC(=O)OCc1cnc(CNC=O)s1>>CC(=O)OCc1cn2cncc2s1 predicted: ['O=P(Cl)(Cl)Cl'] gtruth: ['O=P(Cl)(Cl)Cl'] 
CO.O.CC(F)(C#N)c1cccc([N+](=O)[O-])c1>>COC(=O)C(C)(F)c1cccc([N+](=O)[O-])c1 predicted: ['O=S(=O)(O)O'] gtruth: ['Cl'] 
Nc1cc(C(F)(F)F)ccc1O.CC(C)(C)OC(=O)Nc1cnccc1C(=O)O>>CC(C)(C)OC(=O)Nc1cnccc1C(=O)Nc1cc(C(F)(F)F)ccc1O predicted: ['CCN=C=NCCCN(C)C'] gtruth: ['CCN=C=NCCCN(C)C'] 
COCCOCCl.CC(C)(C)OC(=O)N1CCC(O)CC1>>COCCOCOC1CCN(C(=O)OC(C)(C)C)CC1 predicted: ['CCN(C(C)C)C(C)C'] gtruth: ['CCN(C(C)C)C(C)C'] 
c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1.O=C(Cl)c1ccccc1>>O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccccc1 predicted: ['CCN(CC)CC'] gtruth: ['CN(C)c1ccncc1'] 
CC(=O)c1ccccc1.COc1cc(Oc2cccc(C(F)(F)F)c2)nc(C(=O)NN)c1>>COc1cc(Oc2cccc(C(F)(F)F)c2)nc(C(=O)NN=C(C)c2ccccc2)c1 predicted: ['O=S(Cl)Cl'] gtruth: ['Cc1ccc(S(=O)(=O)O)cc1'] 
COc1ccc(CC#N)cc1>>COc1ccc(CCN)cc1 predicted: ['[H][H]'] gtruth: ['[H][H]'] 
Cc1nsc(C(C)(C)NC(=O)OC(C)(C)C)n1>>Cc1nsc(C(C)(C)N)n1 predicted: ['Cl'] gtruth: ['Cl'] 
CS(=O)(=O)Cl.N#Cc1cc(NNC(=O)C(F)(F)F)ccc1F>>CS(=O)(=O)O/C(=N\Nc1ccc(F)c(C#N)c1)C(F)(F)F predicted: ['CCN(CC)CC'] gtruth: ['CCN(C(C)C)C(C)C'] 
CC(=O)NC1CCNC1.CCOC(=O)c1cn(C2CC2)c2nc(S(=O)(=O)c3ccc(C)cc3)c(F)cc2c1=O>>CCOC(=O)c1cn(C2CC2)c2nc(N3CCC(NC(C)=O)C3)c(F)cc2c1=O predicted: ['C1CCC2=NCCCN2CC1'] gtruth: ['CCN(CC)CC'] 
O=C(Oc1ccc([N+](=O)[O-])cc1)c1ccc(S(=O)(=O)Nc2ccccc2)cc1.NC1CCCCC1>>O=C(NC1CCCCC1)c1ccc(S(=O)(=O)Nc2ccccc2)cc1 predicted: ['CCN(CC)CC'] gtruth: ['CCN(CC)CC'] 
CCNc1ncc(F)c(Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1.CCOC(=O)Cl>>CCNc1ncc(F)c(Nc2nn(C(=O)OCC)c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1 predicted: ['CCN(C(C)C)C(C)C'] gtruth: ['CCN(C(C)C)C(C)C'] 
O=c1[nH]c2ccccc2n1C1CCNCC1.On1nnc2ccccc21>>O=C1NCc2ccccc2N1C1CCNCC1 predicted: ['CCN=C=NCCCN(C)C'] gtruth: ['ClCl'] 
COc1cc(C(=O)N2CCNCC2)cc(OC)c1OC.COc1ccc2c(c1)C=C(C(=O)O)CCO2>>COc1ccc2c(c1)C=C(C(=O)N1CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC1)CCO2 predicted: ['O=C(Cl)C(=O)Cl'] gtruth: ['CCOP(=O)(C#N)OCC'] 
C#Cc1ccc2nc(Cl)c(S(=O)(=O)N=CN(CC(C)C)CC(C)C)n2n1>>C#Cc1ccc2nc(Cl)c(S(N)(=O)=O)n2n1 predicted: ['N'] gtruth: ['N'] 
CCOc1nc(=O)n([C@H]2CS[C@@H](CO)O2)cc1F.CCCC(=O)OC(=O)CCC>>CCCC(=O)OC[C@H]1O[C@@H](n2cc(F)c(OCC)nc2=O)CS1 predicted: ['CCCCN'] gtruth: ['Cl'] 
O=C1NC(=O)C2(CCC(O)c3ccc(F)cc32)N1>>O=C1NC(=O)C2(CC=Cc3ccc(F)cc32)N1 predicted: ['Cc1ccc(S(=O)(=O)O)cc1'] gtruth: ['Cc1ccc(S(=O)(=O)O)cc1'] 
CC(=O)c1ccc(SCCCO)cc1>>CC1(c2ccc(SCCC=O)cc2)OCCO1 predicted: ['Cc1ccc(S(=O)(=O)O)cc1'] gtruth: ['Cc1ccc(S(=O)(=O)O)cc1'] 
CC(C)(C)OC(=O)N1CCC(CN2CC(C)(C)c3ccc([N+](=O)[O-])cc32)CC1>>CC1(C)CN(CC2CCNCC2)c2cc([N+](=O)[O-])ccc21 predicted: ['Cl'] gtruth: ['Cl'] 
O=C=Nc1c(Cl)cccc1Cl.c1cnc(N2CCNCC2)cn1>>O=C(Nc1c(Cl)cccc1Cl)N1CCN(c2cnccn2)CC1 predicted: ['CCN(C(C)C)C(C)C'] gtruth: ['CCOCC'] 
CC(C)(C)c1cnc([C@@H]2C[C@H](N=[N+]=[N-])CN2C(=O)OCc2ccccc2)o1>>CC(C)(C)c1cnc([C@@H]2C[C@H](N)CN2C(=O)OCc2ccccc2)o1 predicted: ['c1ccc(P(c2ccccc2)c2ccccc2)cc1'] gtruth: ['c1ccc(P(c2ccccc2)c2ccccc2)cc1'] 
C=C[C@@H](c1onc(OCc2ccccc2)c1C(O)c1occc1OC)N(C)C>>COC1=C[C@H]2C[C@H]3[C@H](N(C)C)c4onc(OCc5ccccc5)c4C(O)[C@@]13O2 predicted: ['O=C(O)C(F)(F)F'] gtruth: ['CCN(CC)CC'] 
Nc1ccc(O)cc1.CC(C)(C)OC(=O)N1CCC(c2ccc(C(=O)O)cc2)CC1>>CC(C)(C)OC(=O)N1CCC(c2ccc(C(=O)Nc3ccc(O)cc3)cc2)CC1 predicted: ['CN1CCOCC1'] gtruth: ['CN1CCOCC1'] 
COC(=O)[C@@H]1CC[C@@H](NOCc2ccccc2)CN1.O=C(Cl)OC(Cl)(Cl)Cl>>COC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OCc1ccccc1 predicted: ['CN(C)c1ccncc1'] gtruth: ['CN(C)c1ccncc1'] 
NCc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O.CC(C)(C)OC(=O)NCCC(=O)O.Cl>>CC(C)(C)OC(=O)NCCC(=O)NCc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O predicted: ['O=C(n1ccnc1)n1ccnc1'] gtruth: ['C1CCC2=NCCCN2CC1'] 
COc1c(Cl)cc(F)c(N2C(=O)c3ccccc3C2=O)c1N>>COc1c(Cl)cc(F)c(N)c1[N+](=O)[O-] predicted: ['CCOCC'] gtruth: ['NN'] 
O=C1Cc2ccc(Cl)cc2N1.COC(=O)C1(Oc2ccc(Cl)cc2C=O)CCC1>>COC(=O)C1(Oc2ccc(Cl)cc2C=C2C(=O)Nc3cc(Cl)ccc32)CCC1 predicted: ['C1CCNC1'] gtruth: ['C1CCNC1'] 
Nc1cccnc1CO.O=C(Cl)c1ccccc1>>O=C(Nc1cccnc1CO)c1ccccc1 predicted: ['c1ccncc1'] gtruth: ['CCN(CC)CC'] 
CCc1nc2c(cc1NC(=O)c1ccccc1)c(OC(C)C)c(C(=O)O)n2C.NCCCNC(=O)CO.Cl>>CCc1nc2c(cc1NC(=O)c1ccccc1)c(OC(C)C)c(C(=O)NCCCNC(=O)CO)n2C predicted: ['On1nnc2ccccc21'] gtruth: ['On1nnc2ccccc21'] 
CO.O=S(=O)(Cl)CCCCc1ccsc1>>COS(=O)(=O)CCCCc1ccsc1 predicted: ['CCOCC'] gtruth: ['CCN(C(C)C)C(C)C'] 
Cc1cccc2c1C(=O)OC2=O.CC(C)CN>>Cc1cccc2c1C(=O)N(CC(C)C)C2=O predicted: ['Cc1ccc(S(=O)(=O)O)cc1'] gtruth: ['Cc1ccc(S(=O)(=O)O)cc1'] 
Clc1nc(Cl)c2ncn(C3CCCC3)c2n1.CCCN>>CCCNc1nc(Cl)nc2c1ncn2C1CCCC1 predicted: ['CCN(CC)CC'] gtruth: ['CCN(CC)CC'] 
COC(=O)CN.CC(C)OC(=O)N1CCC(ON=C2CCN(c3cc(F)c(C(=O)O)cc3F)CC2)CC1>>CC(C)OC(=O)N1CCC(ON=C2CCN(c3cc(F)c(C(=O)NCC(=O)O)cc3F)CC2)CC1 predicted: ['On1nnc2ccccc21'] gtruth: ['On1nnc2ccccc21'] 
C#CCCNCCO>>C#CCCN(CCO)C(=O)OC(C)(C)C predicted: ['CCN(CC)CC'] gtruth: ['ClCCl'] 
N#CC(O)c1ccccc1Cl.Cc1ccc(S(=O)(=O)Cl)cc1>>Cc1ccc(S(=O)(=O)O[C@H](C#N)c2ccccc2Cl)cc1 predicted: ['CN(C)c1ccncc1'] gtruth: ['CCN(CC)CC'] 
CCNc1nc(SC)nc(Cl)c1[N+](=O)[O-].CS>>CCNc1nc(SC)nc(SC)c1[N+](=O)[O-] predicted: ['CCN(CC)CC'] gtruth: ['CCN(CC)CC'] 
CC(C)(C)C(=O)OCC(O)COC(=O)C(C)(C)C>>COCOC(COC(=O)C(C)(C)C)COC(=O)C(C)(C)C predicted: ['c1ccc(P(c2ccccc2)c2ccccc2)cc1'] gtruth: ['Cc1ccc(S(=O)(=O)O)cc1'] 
N#Cc1ccc(C(F)(F)F)c(N)c1>>N#Cc1ccc(C(F)(F)F)c(N=C=S)c1 predicted: ['ClCl'] gtruth: ['S=C(Oc1ccccn1)Oc1ccccn1'] 
NS(=O)(=O)Cl.OCCOc1ccccc1Cl>>NS(=O)(=O)OCCOc1ccccc1Cl predicted: ['CCN(CC)CC'] gtruth: ['CCN(CC)CC'] 
CN(C)C(=O)c1ccc(NC(C)(C)C#N)cc1F>>CN(C)C(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F predicted: ['c1ccncc1'] gtruth: ['Cl'] 
CN(CCO)CC1(S)CCCCC1.O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl>>CN(CCOC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl)CC1(S)CCCCC1 predicted: ['Cl'] gtruth: ['C(=NC1CCCCC1)=NC1CCCCC1'] 
CO.O=C(O)c1c(Cl)ccnc1Cl>>COC(=O)c1c(OC)ccnc1Cl predicted: ['O=S(Cl)Cl'] gtruth: ['Cl'] 
Nc1ccc2ccc(Cl)nc2n1.O=C(O)c1c(F)cccc1F>>O=C(Nc1ccc2ccc(Cl)nc2n1)c1c(F)cccc1F predicted: ['O=C(n1ccnc1)n1ccnc1'] gtruth: ['O=C(n1ccnc1)n1ccnc1'] 
N#Cc1ccc(C(=O)Cl)cc1.N#Cc1ccc(N)cc1>>N#Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1 predicted: ['CN(C)c1ccncc1'] gtruth: ['CCN(CC)CC'] 
OCC[C@H]1CCO1.Cc1ccc(S(=O)(=O)Cl)cc1>>Cc1ccc(S(=O)(=O)OCC[C@H]2CCO2)cc1 predicted: ['CN(C)c1ccncc1'] gtruth: ['CN(C)c1ccncc1'] 
COc1cc(C=O)cc(CN(C)C)c1O.O=C1CSC(=S)N1>>COc1cc(C=C2SC(=S)NC2=O)cc(CN(C)C)c1O predicted: ['NCCC(=O)O'] gtruth: ['NCCC(=O)O'] 
Cc1c(N[C@@H](C(=O)O)C(C)(C)O)ccc(C#N)c1Cl.N#Cc1ccc(C(=O)NN)cc1>>Cc1c(N[C@@H](C(=O)NNC(=O)c2ccc(C#N)cc2)C(C)(C)O)ccc(C#N)c1Cl predicted: ['On1nnc2ccccc21'] gtruth: ['On1nnc2ccccc21'] 
COC(=O)c1c(C(F)(F)F)ccc(C(=O)O)c1F>>COC(=O)c1ccc(C(F)(F)F)c(C(=O)OC)c1F predicted: ['O=S(Cl)Cl'] gtruth: ['O=S(Cl)Cl'] 
O=C(O)c1ccc(CO)o1>>O=C(O)c1ccc(CO)cc1 predicted: ['O=O'] gtruth: ['C=C'] 
